requirement_id,requirement_text,module,coverage_id,coverage_description,coverage_type,related_techniques,tags,notes,technique,technique_standard,test_case_id,test_data,expected_result,priority,risk_level,coverage_risk_level,source,design_basis,llm_reason,strategy_reason,requirement_id_coverage,technique_strategy
REQ-TODO-055,The system shall display the number of active todo items.,Todo Counting,COV-212,Test input field 'todo list' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: active count shown,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-468,Representative valid partition data derived from the requirement,active count shown,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Test input field 'todo list' with valid and invalid data,,"The coverage item tests input field 'todo list' with valid and invalid data. This is a classic equivalence partitioning scenario where inputs are divided into valid and invalid classes. While boundary analysis could apply to specific numeric ranges, the description focuses on validity, making Equivalence Partitioning more suitable.",REQ-TODO-055,Equivalence Partitioning
REQ-TODO-055,The system shall display the number of active todo items.,Todo Counting,COV-212,Test input field 'todo list' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: active count shown,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-469,Representative invalid partition data derived from the requirement,active count shown,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Test input field 'todo list' with valid and invalid data,,"The coverage item tests input field 'todo list' with valid and invalid data. This is a classic equivalence partitioning scenario where inputs are divided into valid and invalid classes. While boundary analysis could apply to specific numeric ranges, the description focuses on validity, making Equivalence Partitioning more suitable.",REQ-TODO-055,Equivalence Partitioning
REQ-TODO-055,The system shall display the number of active todo items.,Todo Counting,COV-213,Validate condition: system state,Condition,['Decision Table Testing'],['condition'],Expected result basis: active count shown,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-470,Rule 1: All required conditions are true,The permitted action is completed successfully.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: All required conditions are true,,"The coverage item validates a condition ('system state') which involves logical combinations of conditions that affect the active count display. Decision Table Testing is more appropriate for testing combinations of conditions leading to specific outcomes. State Transition Testing is for lifecycle behavior, not general condition validation.",REQ-TODO-055,Decision Table Testing
REQ-TODO-055,The system shall display the number of active todo items.,Todo Counting,COV-213,Validate condition: system state,Condition,['Decision Table Testing'],['condition'],Expected result basis: active count shown,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-471,Rule 2: At least one required condition is false,The action is rejected or the alternative specified outcome occurs.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: At least one required condition is false,,"The coverage item validates a condition ('system state') which involves logical combinations of conditions that affect the active count display. Decision Table Testing is more appropriate for testing combinations of conditions leading to specific outcomes. State Transition Testing is for lifecycle behavior, not general condition validation.",REQ-TODO-055,Decision Table Testing
REQ-TODO-055,The system shall display the number of active todo items.,Todo Counting,COV-214,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: active count shown,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-472,Boundary value: below lower boundary (generic lower invalid boundary),active count shown,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item explicitly mentions 'data range and boundaries' for the active count, making Boundary Value Analysis the correct technique. The current selection is appropriate.",REQ-TODO-055,Boundary Value Analysis
REQ-TODO-055,The system shall display the number of active todo items.,Todo Counting,COV-214,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: active count shown,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-473,Boundary value: on lower boundary (generic lower valid boundary),active count shown,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item explicitly mentions 'data range and boundaries' for the active count, making Boundary Value Analysis the correct technique. The current selection is appropriate.",REQ-TODO-055,Boundary Value Analysis
REQ-TODO-055,The system shall display the number of active todo items.,Todo Counting,COV-214,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: active count shown,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-474,Boundary value: above upper boundary (generic upper boundary review),active count shown,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item explicitly mentions 'data range and boundaries' for the active count, making Boundary Value Analysis the correct technique. The current selection is appropriate.",REQ-TODO-055,Boundary Value Analysis
REQ-TODO-057,The system shall increase the active count when a new active todo is created.,Todo Counting,COV-219,Verify core behavior: increase count,Functional,['Equivalence Partitioning'],['core'],Expected result basis: count increased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-484,Representative valid partition data derived from the requirement,count increased,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Verify core behavior: increase count,,"The coverage item is a 'Functional' type verifying core behavior of increasing count. This is a general functional behavior test, not dependent on combinations of conditions. Equivalence Partitioning is more appropriate for testing representative scenarios of count increase. Decision Table Testing is not the best fit.",REQ-TODO-057,Equivalence Partitioning
REQ-TODO-057,The system shall increase the active count when a new active todo is created.,Todo Counting,COV-219,Verify core behavior: increase count,Functional,['Equivalence Partitioning'],['core'],Expected result basis: count increased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-485,Representative invalid partition data derived from the requirement,count increased,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Verify core behavior: increase count,,"The coverage item is a 'Functional' type verifying core behavior of increasing count. This is a general functional behavior test, not dependent on combinations of conditions. Equivalence Partitioning is more appropriate for testing representative scenarios of count increase. Decision Table Testing is not the best fit.",REQ-TODO-057,Equivalence Partitioning
REQ-TODO-057,The system shall increase the active count when a new active todo is created.,Todo Counting,COV-220,Test input field 'new active todo' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: count increased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-486,Representative valid partition data derived from the requirement,count increased,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Test input field 'new active todo' with valid and invalid data,,"The coverage item tests input field 'new active todo' with valid and invalid data. This is a classic equivalence partitioning scenario where inputs are divided into valid and invalid classes. While boundary analysis could apply to specific numeric ranges, the description focuses on validity, making Equivalence Partitioning more suitable.",REQ-TODO-057,Equivalence Partitioning
REQ-TODO-057,The system shall increase the active count when a new active todo is created.,Todo Counting,COV-220,Test input field 'new active todo' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: count increased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-487,Representative invalid partition data derived from the requirement,count increased,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Test input field 'new active todo' with valid and invalid data,,"The coverage item tests input field 'new active todo' with valid and invalid data. This is a classic equivalence partitioning scenario where inputs are divided into valid and invalid classes. While boundary analysis could apply to specific numeric ranges, the description focuses on validity, making Equivalence Partitioning more suitable.",REQ-TODO-057,Equivalence Partitioning
REQ-TODO-057,The system shall increase the active count when a new active todo is created.,Todo Counting,COV-221,Validate condition: creation,Condition,['Decision Table Testing'],['condition'],Expected result basis: count increased,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-488,Rule 1: All required conditions are true,The permitted action is completed successfully.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: All required conditions are true,,"The coverage item validates a condition ('creation') which involves logical combinations of conditions (e.g., valid input, system state) that affect the outcome. Decision Table Testing is appropriate for testing these combinations. The current selection is suitable.",REQ-TODO-057,Decision Table Testing
REQ-TODO-057,The system shall increase the active count when a new active todo is created.,Todo Counting,COV-221,Validate condition: creation,Condition,['Decision Table Testing'],['condition'],Expected result basis: count increased,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-489,Rule 2: At least one required condition is false,The action is rejected or the alternative specified outcome occurs.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: At least one required condition is false,,"The coverage item validates a condition ('creation') which involves logical combinations of conditions (e.g., valid input, system state) that affect the outcome. Decision Table Testing is appropriate for testing these combinations. The current selection is suitable.",REQ-TODO-057,Decision Table Testing
REQ-TODO-057,The system shall increase the active count when a new active todo is created.,Todo Counting,COV-222,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count increased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-490,Boundary value: below lower boundary (generic lower invalid boundary),count increased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item explicitly mentions 'data range and boundaries' for the active count, making Boundary Value Analysis the correct technique. The current selection is appropriate.",REQ-TODO-057,Boundary Value Analysis
REQ-TODO-057,The system shall increase the active count when a new active todo is created.,Todo Counting,COV-222,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count increased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-491,Boundary value: on lower boundary (generic lower valid boundary),count increased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item explicitly mentions 'data range and boundaries' for the active count, making Boundary Value Analysis the correct technique. The current selection is appropriate.",REQ-TODO-057,Boundary Value Analysis
REQ-TODO-057,The system shall increase the active count when a new active todo is created.,Todo Counting,COV-222,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count increased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-492,Boundary value: above upper boundary (generic upper boundary review),count increased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"The coverage item explicitly mentions 'data range and boundaries' for the active count, making Boundary Value Analysis the correct technique. The current selection is appropriate.",REQ-TODO-057,Boundary Value Analysis
REQ-TODO-058,The system shall decrease the active count when an active todo is completed.,Todo Counting,COV-223,Verify core behavior: decrease count,Functional,['Equivalence Partitioning'],['core'],Expected result basis: count decreased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-493,Representative valid partition data derived from the requirement,count decreased,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Verify core behavior: decrease count,,"The coverage item is a 'Functional' type verifying core behavior of decreasing count. This is a general functional behavior test, not dependent on combinations of conditions. Equivalence Partitioning is more appropriate for testing representative scenarios of count decrease. Decision Table Testing is not the best fit.",REQ-TODO-058,Equivalence Partitioning
REQ-TODO-058,The system shall decrease the active count when an active todo is completed.,Todo Counting,COV-223,Verify core behavior: decrease count,Functional,['Equivalence Partitioning'],['core'],Expected result basis: count decreased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-494,Representative invalid partition data derived from the requirement,count decreased,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Verify core behavior: decrease count,,"The coverage item is a 'Functional' type verifying core behavior of decreasing count. This is a general functional behavior test, not dependent on combinations of conditions. Equivalence Partitioning is more appropriate for testing representative scenarios of count decrease. Decision Table Testing is not the best fit.",REQ-TODO-058,Equivalence Partitioning
REQ-TODO-058,The system shall decrease the active count when an active todo is completed.,Todo Counting,COV-224,Test input field 'active todo completed' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: count decreased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-495,Representative valid partition data derived from the requirement,count decreased,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Test input field 'active todo completed' with valid and invalid data,,"The coverage item tests input field 'active todo completed' with valid and invalid data. This is a classic equivalence partitioning scenario where inputs are divided into valid and invalid classes. While boundary analysis could apply to specific numeric ranges, the description focuses on validity, making Equivalence Partitioning more suitable.",REQ-TODO-058,Equivalence Partitioning
REQ-TODO-058,The system shall decrease the active count when an active todo is completed.,Todo Counting,COV-224,Test input field 'active todo completed' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: count decreased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-496,Representative invalid partition data derived from the requirement,count decreased,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Test input field 'active todo completed' with valid and invalid data,,"The coverage item tests input field 'active todo completed' with valid and invalid data. This is a classic equivalence partitioning scenario where inputs are divided into valid and invalid classes. While boundary analysis could apply to specific numeric ranges, the description focuses on validity, making Equivalence Partitioning more suitable.",REQ-TODO-058,Equivalence Partitioning
REQ-TODO-058,The system shall decrease the active count when an active todo is completed.,Todo Counting,COV-225,Validate condition: completion,Condition,['Decision Table Testing'],['condition'],Expected result basis: count decreased,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-497,Rule 1: All required conditions are true,The permitted action is completed successfully.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: All required conditions are true,,"The coverage item validates a condition ('completion') which involves logical combinations of conditions (e.g., todo state, completion status) that affect the outcome. Decision Table Testing is appropriate for testing these combinations. The current selection is suitable.",REQ-TODO-058,Decision Table Testing
REQ-TODO-058,The system shall decrease the active count when an active todo is completed.,Todo Counting,COV-225,Validate condition: completion,Condition,['Decision Table Testing'],['condition'],Expected result basis: count decreased,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-498,Rule 2: At least one required condition is false,The action is rejected or the alternative specified outcome occurs.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: At least one required condition is false,,"The coverage item validates a condition ('completion') which involves logical combinations of conditions (e.g., todo state, completion status) that affect the outcome. Decision Table Testing is appropriate for testing these combinations. The current selection is suitable.",REQ-TODO-058,Decision Table Testing
REQ-TODO-058,The system shall decrease the active count when an active todo is completed.,Todo Counting,COV-226,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count decreased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-499,Boundary value: below lower boundary (generic lower invalid boundary),count decreased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"Coverage item explicitly describes 'boundaries' for active count, which is a classic fit for Boundary Value Analysis. No change needed.",REQ-TODO-058,Boundary Value Analysis
REQ-TODO-058,The system shall decrease the active count when an active todo is completed.,Todo Counting,COV-226,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count decreased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-500,Boundary value: on lower boundary (generic lower valid boundary),count decreased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"Coverage item explicitly describes 'boundaries' for active count, which is a classic fit for Boundary Value Analysis. No change needed.",REQ-TODO-058,Boundary Value Analysis
REQ-TODO-058,The system shall decrease the active count when an active todo is completed.,Todo Counting,COV-226,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count decreased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-501,Boundary value: above upper boundary (generic upper boundary review),count decreased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,"Coverage item explicitly describes 'boundaries' for active count, which is a classic fit for Boundary Value Analysis. No change needed.",REQ-TODO-058,Boundary Value Analysis
REQ-TODO-059,The system shall increase the active count when a completed todo becomes active.,Todo Counting,COV-227,Verify core behavior: increase count,Functional,['Equivalence Partitioning'],['core'],Expected result basis: count increased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-502,Representative valid partition data derived from the requirement,count increased,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Verify core behavior: increase count,,"Coverage item is 'Verify core behavior: increase count' (Functional type). This is a simple single-input behavior (e.g., clicking a button) without multiple condition combinations. Equivalence Partitioning is more suitable for testing valid/invalid core actions. Decision Table Testing is overkill and misaligned.",REQ-TODO-059,Equivalence Partitioning
REQ-TODO-059,The system shall increase the active count when a completed todo becomes active.,Todo Counting,COV-227,Verify core behavior: increase count,Functional,['Equivalence Partitioning'],['core'],Expected result basis: count increased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-503,Representative invalid partition data derived from the requirement,count increased,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Verify core behavior: increase count,,"Coverage item is 'Verify core behavior: increase count' (Functional type). This is a simple single-input behavior (e.g., clicking a button) without multiple condition combinations. Equivalence Partitioning is more suitable for testing valid/invalid core actions. Decision Table Testing is overkill and misaligned.",REQ-TODO-059,Equivalence Partitioning
REQ-TODO-059,The system shall increase the active count when a completed todo becomes active.,Todo Counting,COV-228,Test input field 'completed todo becomes active' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: count increased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-504,Representative valid partition data derived from the requirement,count increased,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Test input field 'completed todo becomes active' with valid and invalid data,,"Coverage item is 'Test input field' with valid and invalid data (Input type). While BVA can be used for input fields, the primary technique for testing valid/invalid data inputs is Equivalence Partitioning. BVA is more appropriate for boundary-specific inputs, not general valid/invalid data.",REQ-TODO-059,Equivalence Partitioning
REQ-TODO-059,The system shall increase the active count when a completed todo becomes active.,Todo Counting,COV-228,Test input field 'completed todo becomes active' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: count increased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-505,Representative invalid partition data derived from the requirement,count increased,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Test input field 'completed todo becomes active' with valid and invalid data,,"Coverage item is 'Test input field' with valid and invalid data (Input type). While BVA can be used for input fields, the primary technique for testing valid/invalid data inputs is Equivalence Partitioning. BVA is more appropriate for boundary-specific inputs, not general valid/invalid data.",REQ-TODO-059,Equivalence Partitioning
REQ-TODO-059,The system shall increase the active count when a completed todo becomes active.,Todo Counting,COV-229,Validate condition: state change,Condition,['Decision Table Testing'],['condition'],Expected result basis: count increased,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-506,Rule 1: All required conditions are true,The permitted action is completed successfully.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: All required conditions are true,,"Coverage item is 'Validate condition: state change' (Condition type). The description mentions 'condition' and 'state change', but the expected result is 'count increased', which suggests a decision table (conditions leading to actions) rather than a state machine. State Transition Testing is more appropriate for lifecycle states (e.g., active/completed), not simple count changes. Decision Table Testing fits better for condition-based logic.",REQ-TODO-059,Decision Table Testing
REQ-TODO-059,The system shall increase the active count when a completed todo becomes active.,Todo Counting,COV-229,Validate condition: state change,Condition,['Decision Table Testing'],['condition'],Expected result basis: count increased,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-507,Rule 2: At least one required condition is false,The action is rejected or the alternative specified outcome occurs.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: At least one required condition is false,,"Coverage item is 'Validate condition: state change' (Condition type). The description mentions 'condition' and 'state change', but the expected result is 'count increased', which suggests a decision table (conditions leading to actions) rather than a state machine. State Transition Testing is more appropriate for lifecycle states (e.g., active/completed), not simple count changes. Decision Table Testing fits better for condition-based logic.",REQ-TODO-059,Decision Table Testing
REQ-TODO-059,The system shall increase the active count when a completed todo becomes active.,Todo Counting,COV-230,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count increased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-508,Boundary value: below lower boundary (generic lower invalid boundary),count increased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,Coverage item explicitly describes 'boundaries' for active count. BVA is correct. No change needed.,REQ-TODO-059,Boundary Value Analysis
REQ-TODO-059,The system shall increase the active count when a completed todo becomes active.,Todo Counting,COV-230,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count increased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-509,Boundary value: on lower boundary (generic lower valid boundary),count increased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,Coverage item explicitly describes 'boundaries' for active count. BVA is correct. No change needed.,REQ-TODO-059,Boundary Value Analysis
REQ-TODO-059,The system shall increase the active count when a completed todo becomes active.,Todo Counting,COV-230,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count increased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-510,Boundary value: above upper boundary (generic upper boundary review),count increased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,Coverage item explicitly describes 'boundaries' for active count. BVA is correct. No change needed.,REQ-TODO-059,Boundary Value Analysis
REQ-TODO-060,The system shall decrease the active count when an active todo is deleted.,Todo Counting,COV-231,Verify core behavior: decrease count,Functional,['Equivalence Partitioning'],['core'],Expected result basis: count decreased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-511,Representative valid partition data derived from the requirement,count decreased,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Verify core behavior: decrease count,,"Coverage item is 'Verify core behavior: decrease count' (Functional type). Similar to COV-227, this is a simple single-action behavior. Equivalence Partitioning is more appropriate for testing core functional behavior without complex condition combinations.",REQ-TODO-060,Equivalence Partitioning
REQ-TODO-060,The system shall decrease the active count when an active todo is deleted.,Todo Counting,COV-231,Verify core behavior: decrease count,Functional,['Equivalence Partitioning'],['core'],Expected result basis: count decreased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-512,Representative invalid partition data derived from the requirement,count decreased,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Verify core behavior: decrease count,,"Coverage item is 'Verify core behavior: decrease count' (Functional type). Similar to COV-227, this is a simple single-action behavior. Equivalence Partitioning is more appropriate for testing core functional behavior without complex condition combinations.",REQ-TODO-060,Equivalence Partitioning
REQ-TODO-060,The system shall decrease the active count when an active todo is deleted.,Todo Counting,COV-232,Test input field 'active todo deleted' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: count decreased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-513,Representative valid partition data derived from the requirement,count decreased,Medium,Medium,Medium,Rule fallback - EP valid partition,Valid equivalence partition for: Test input field 'active todo deleted' with valid and invalid data,,Coverage item is 'Test input field' with valid and invalid data (Input type). Equivalence Partitioning is the primary technique for testing valid/invalid data inputs. BVA is more suitable for boundary-specific inputs.,REQ-TODO-060,Equivalence Partitioning
REQ-TODO-060,The system shall decrease the active count when an active todo is deleted.,Todo Counting,COV-232,Test input field 'active todo deleted' with valid and invalid data,Input,"['Equivalence Partitioning', 'Boundary Value Analysis']",['input'],Expected result basis: count decreased,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 equivalence partitioning,TC-514,Representative invalid partition data derived from the requirement,count decreased,Medium,Medium,Medium,Rule fallback - EP invalid partition,Invalid equivalence partition for: Test input field 'active todo deleted' with valid and invalid data,,Coverage item is 'Test input field' with valid and invalid data (Input type). Equivalence Partitioning is the primary technique for testing valid/invalid data inputs. BVA is more suitable for boundary-specific inputs.,REQ-TODO-060,Equivalence Partitioning
REQ-TODO-060,The system shall decrease the active count when an active todo is deleted.,Todo Counting,COV-233,Validate condition: deletion,Condition,['Decision Table Testing'],['condition'],Expected result basis: count decreased,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-515,Rule 1: All required conditions are true,The permitted action is completed successfully.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: All required conditions are true,,"Coverage item is 'Validate condition: deletion' (Condition type). Deletion logic often involves multiple conditions (e.g., item exists, user confirmation, permissions). Decision Table Testing is appropriate for condition-based validation. No change needed.",REQ-TODO-060,Decision Table Testing
REQ-TODO-060,The system shall decrease the active count when an active todo is deleted.,Todo Counting,COV-233,Validate condition: deletion,Condition,['Decision Table Testing'],['condition'],Expected result basis: count decreased,Decision Table Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 decision table testing,TC-516,Rule 2: At least one required condition is false,The action is rejected or the alternative specified outcome occurs.,Medium,Medium,Medium,Rule fallback - Decision Table,Decision rule based on requirement conditions: At least one required condition is false,,"Coverage item is 'Validate condition: deletion' (Condition type). Deletion logic often involves multiple conditions (e.g., item exists, user confirmation, permissions). Decision Table Testing is appropriate for condition-based validation. No change needed.",REQ-TODO-060,Decision Table Testing
REQ-TODO-060,The system shall decrease the active count when an active todo is deleted.,Todo Counting,COV-234,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count decreased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-517,Boundary value: below lower boundary (generic lower invalid boundary),count decreased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,Coverage item explicitly describes 'boundaries' for active count. BVA is correct. No change needed.,REQ-TODO-060,Boundary Value Analysis
REQ-TODO-060,The system shall decrease the active count when an active todo is deleted.,Todo Counting,COV-234,Test data range and boundaries: active count,Boundary,"['Boundary Value Analysis', 'Equivalence Partitioning']",['boundary'],Expected result basis: count decreased,Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-518,Boundary value: on lower boundary (generic lower valid boundary),count decreased,Medium,Medium,Medium,Rule fallback - BVA,Values are selected on and around identifiable or inferred boundaries.,,Coverage item explicitly describes 'boundaries' for active count. BVA is correct. No change needed.,REQ-TODO-060,Boundary Value Analysis
